Date,Rented Bike Count,Temperature(C)
25/02/2018,77,-1
25/02/2018,158,-1.3
25/02/2018,173,-0.3
25/02/2018,195,2.1
25/02/2018,244,4.3
25/02/2018,396,5.5
25/02/2018,482,6.1
25/02/2018,572,7
25/02/2018,612,7.5
25/02/2018,688,7.6
25/02/2018,589,6.9
25/02/2018,402,5.2
25/02/2018,297,3.1
25/02/2018,232,1.3
25/02/2018,239,0.2
25/02/2018,230,0
25/02/2018,173,-0.3
26/02/2018,135,-0.9
26/02/2018,122,-1.2
26/02/2018,80,-1.7
26/02/2018,46,-1.9
26/02/2018,46,-2.3
26/02/2018,65,-2.5
26/02/2018,161,-2.7
26/02/2018,402,-3.1
26/02/2018,786,-2.9
26/02/2018,416,-1.1
26/02/2018,289,1.9
26/02/2018,356,4.6
26/02/2018,428,6.9
26/02/2018,444,8.1
26/02/2018,455,9.9
26/02/2018,521,10.3
26/02/2018,555,9.5
26/02/2018,646,8.7
26/02/2018,929,7.2
26/02/2018,619,5.5
26/02/2018,483,4.3
26/02/2018,512,3.3
26/02/2018,443,2.7
26/02/2018,308,2.8
27/02/2018,236,2.6
27/02/2018,213,2.1
27/02/2018,145,1.5
27/02/2018,102,1.1
27/02/2018,62,0.9
27/02/2018,72,0.6
27/02/2018,183,0.6
27/02/2018,443,1.3
27/02/2018,767,2
27/02/2018,455,2.5
27/02/2018,261,3.3
27/02/2018,342,4.8
27/02/2018,353,5.4
27/02/2018,335,5.8
27/02/2018,357,6.3
27/02/2018,402,6.7
27/02/2018,411,6.9
27/02/2018,529,6.8
27/02/2018,897,6.6
27/02/2018,616,6.1
27/02/2018,461,5.9
27/02/2018,449,5.7
27/02/2018,461,5.4
27/02/2018,310,5.3
28/02/2018,266,5.1
28/02/2018,229,5
28/02/2018,174,5.2
28/02/2018,116,5.3
28/02/2018,72,5.4
28/02/2018,62,5.2
28/02/2018,165,5.2
28/02/2018,426,5.5
28/02/2018,816,5.7
28/02/2018,419,6.2
28/02/2018,285,6.5
28/02/2018,332,7.1
28/02/2018,305,7.6
28/02/2018,28,7.6
28/02/2018,17,5.7
28/02/2018,7,4.8
28/02/2018,9,4.2
28/02/2018,8,3.8
28/02/2018,11,3.6
28/02/2018,19,2.5
28/02/2018,8,2.7
28/02/2018,10,2.4
28/02/2018,13,2.3
28/02/2018,23,1.8
01/03/2018,71,2
01/03/2018,147,2.1
01/03/2018,180,2
01/03/2018,92,1.6
01/03/2018,28,1.6
01/03/2018,11,2.2
01/03/2018,33,3
01/03/2018,61,2.6
01/03/2018,148,1.5
01/03/2018,160,0.1
01/03/2018,191,0.1
01/03/2018,239,0.8
01/03/2018,311,0.5
01/03/2018,358,1.4
01/03/2018,375,1.2
01/03/2018,458,1.6
01/03/2018,460,1.4
01/03/2018,423,0.4
01/03/2018,317,-0.8
01/03/2018,231,-1.7
01/03/2018,246,-2.2
01/03/2018,212,-3
01/03/2018,190,-3.6
01/03/2018,190,-4
02/03/2018,156,-4.3
02/03/2018,108,-4.6
02/03/2018,71,-5.3
02/03/2018,49,-5.7
02/03/2018,47,-5.8
02/03/2018,65,-6.1
02/03/2018,135,-6.4
02/03/2018,401,-6.6
02/03/2018,617,-6.2
02/03/2018,343,-4.6
02/03/2018,274,-1.8
02/03/2018,343,0.1
02/03/2018,388,1.8
02/03/2018,375,2.3
02/03/2018,450,3.4
02/03/2018,463,4.3
02/03/2018,574,5.2
02/03/2018,631,4.3
02/03/2018,854,3.5
02/03/2018,568,2
02/03/2018,427,1.2
02/03/2018,396,1
02/03/2018,414,0.5
02/03/2018,284,0.3
03/03/2018,218,0.5
03/03/2018,229,0.6
03/03/2018,176,0.9
03/03/2018,149,0.8
03/03/2018,93,0.6
03/03/2018,55,0.8
03/03/2018,71,0.5
03/03/2018,159,0.1
03/03/2018,306,0.4
03/03/2018,329,2.2
03/03/2018,354,5.1
03/03/2018,431,8.1
03/03/2018,605,10.7
03/03/2018,771,12.2
03/03/2018,1025,14.4
03/03/2018,1238,16
03/03/2018,1285,15.8
03/03/2018,1197,15
03/03/2018,920,13.9
03/03/2018,630,12.7
03/03/2018,631,11.1
03/03/2018,588,10.3
03/03/2018,516,10.2
03/03/2018,215,9.4
04/03/2018,161,8.5
04/03/2018,118,8.3
04/03/2018,95,8.3
04/03/2018,90,8.5
04/03/2018,34,8.8
04/03/2018,15,8.8
04/03/2018,20,8.6
04/03/2018,23,8.4
04/03/2018,70,8.3
04/03/2018,157,8.8
04/03/2018,239,9.8
04/03/2018,273,10.1
04/03/2018,358,10.7
04/03/2018,429,10.8
04/03/2018,475,11.2
04/03/2018,468,11.7
04/03/2018,396,11.7
04/03/2018,492,11.8
04/03/2018,436,11.5
04/03/2018,289,11.2
04/03/2018,26,11.3
04/03/2018,7,10.6
04/03/2018,8,9.6
04/03/2018,9,8.7
05/03/2018,22,7.6
05/03/2018,23,7
05/03/2018,9,6.3
05/03/2018,2,5.7
05/03/2018,4,5.1
05/03/2018,22,4.7
05/03/2018,20,4.2
05/03/2018,85,3.8
05/03/2018,184,3.6
05/03/2018,211,3.7
05/03/2018,232,4.4
05/03/2018,322,6.1
05/03/2018,438,7.6
05/03/2018,465,8.3
05/03/2018,550,10
05/03/2018,637,10.3
05/03/2018,718,11
05/03/2018,865,10
05/03/2018,1155,8.1
05/03/2018,782,5.8
05/03/2018,578,4.3
05/03/2018,533,3.1
05/03/2018,466,2.3
05/03/2018,274,1.9
06/03/2018,224,1.3
06/03/2018,188,0.8
06/03/2018,122,0.3
06/03/2018,82,0.1
06/03/2018,79,-0.5
06/03/2018,80,-0.9
06/03/2018,214,-1
06/03/2018,583,-1
06/03/2018,997,-0.7
06/03/2018,556,1.2
06/03/2018,380,3.7
06/03/2018,475,6.3
06/03/2018,504,8.5
06/03/2018,528,9.3
06/03/2018,567,9.2
06/03/2018,616,10.1
06/03/2018,680,10.6
06/03/2018,883,10.2
06/03/2018,1246,8.7
06/03/2018,833,7.1
06/03/2018,666,6.1
06/03/2018,625,5.5
06/03/2018,514,4.5
06/03/2018,361,3.5
07/03/2018,289,2.8
07/03/2018,194,2.8
07/03/2018,134,2.6
07/03/2018,92,2.7
07/03/2018,49,2.6
07/03/2018,97,2.5
07/03/2018,232,2.4
07/03/2018,598,2.2
07/03/2018,1032,2.6
07/03/2018,566,3.8
07/03/2018,410,5.2
07/03/2018,441,8
07/03/2018,550,9.6
07/03/2018,509,9.9
07/03/2018,505,9.8
07/03/2018,620,10.2
07/03/2018,646,10.4
07/03/2018,849,10.4
07/03/2018,1365,9.6
07/03/2018,799,8.9
07/03/2018,587,8.5
07/03/2018,411,7.9
07/03/2018,147,7.2
07/03/2018,48,6
08/03/2018,49,5.2
08/03/2018,23,4.7
08/03/2018,19,4.2
08/03/2018,12,3.8
08/03/2018,8,3.3
08/03/2018,17,3.1
08/03/2018,32,3.1
08/03/2018,64,3
08/03/2018,88,3
08/03/2018,100,3.4
08/03/2018,165,3.6
08/03/2018,290,4.5
08/03/2018,375,5.6
08/03/2018,405,6.7
08/03/2018,452,7.7
08/03/2018,555,9.2
08/03/2018,594,9.5
08/03/2018,757,7.5
08/03/2018,1091,5.9
08/03/2018,683,4.5
08/03/2018,586,3.3
08/03/2018,533,3.1
08/03/2018,498,2.8
08/03/2018,315,2.8
09/03/2018,272,3
09/03/2018,228,2.8
09/03/2018,155,2.8
09/03/2018,105,2.7
09/03/2018,66,2.5
09/03/2018,88,2.5
09/03/2018,195,2.5
09/03/2018,574,1.6
09/03/2018,1041,1.8
09/03/2018,570,3.5
09/03/2018,361,4.8
09/03/2018,444,5.9
09/03/2018,510,6.8
09/03/2018,509,7.5
09/03/2018,542,8
09/03/2018,611,7.7
09/03/2018,686,9.6
09/03/2018,834,8.9
09/03/2018,1231,7
09/03/2018,718,5.4
09/03/2018,535,4.3
09/03/2018,537,3.5
09/03/2018,521,2.9
09/03/2018,309,2.5
10/03/2018,328,2.1
10/03/2018,305,2
10/03/2018,241,1.6
10/03/2018,139,1.3
10/03/2018,91,0.9
10/03/2018,79,0.8
10/03/2018,74,1.1
10/03/2018,208,0.9
10/03/2018,340,1.5
10/03/2018,381,2.7
10/03/2018,416,3.5
10/03/2018,497,5.7
10/03/2018,650,7.1
10/03/2018,757,8.2
10/03/2018,906,9.2
10/03/2018,931,8.1
10/03/2018,972,8.3
10/03/2018,829,7.7
10/03/2018,664,6.2
10/03/2018,573,5.3
10/03/2018,447,5.2
10/03/2018,470,5
10/03/2018,421,5
10/03/2018,345,5.1
11/03/2018,376,5.1
11/03/2018,222,4.8
11/03/2018,171,4.7
11/03/2018,115,4.4
11/03/2018,80,4.2
11/03/2018,45,3.9
11/03/2018,63,3.4
11/03/2018,119,2.9
11/03/2018,212,2.8
11/03/2018,289,3.9
11/03/2018,394,5.9
11/03/2018,425,7.6
11/03/2018,666,9.2
11/03/2018,843,10.3
11/03/2018,1154,11.6
11/03/2018,1294,11.9
11/03/2018,1205,11.9
11/03/2018,1028,11.1
11/03/2018,776,9.4
11/03/2018,596,7.8
11/03/2018,530,6.7
11/03/2018,533,5.7
11/03/2018,419,5.3
11/03/2018,288,4.2
12/03/2018,222,3.5
12/03/2018,163,2.9
12/03/2018,95,2.7
12/03/2018,60,2.3
12/03/2018,47,2.8
12/03/2018,106,3.3
12/03/2018,261,2.8
12/03/2018,662,3
12/03/2018,1066,3.8
12/03/2018,604,4.8
12/03/2018,406,6.6
12/03/2018,463,9.2
12/03/2018,581,11.7
12/03/2018,588,13.6
12/03/2018,603,14.9
12/03/2018,694,15.3
12/03/2018,752,14.5
12/03/2018,931,13.7
12/03/2018,1425,12.2
12/03/2018,946,10.6
12/03/2018,801,9.4
12/03/2018,771,8.7
12/03/2018,695,7.8
12/03/2018,397,6.8
13/03/2018,309,6.4
13/03/2018,231,5.9
13/03/2018,161,5.4
13/03/2018,103,5.5
13/03/2018,88,6.2
13/03/2018,97,6.8
13/03/2018,252,7
13/03/2018,668,7.2
13/03/2018,1215,8
13/03/2018,616,9.4
13/03/2018,428,10.9
13/03/2018,571,12.6
13/03/2018,626,15.5
13/03/2018,678,17.1
13/03/2018,705,18.3
13/03/2018,815,18.6
13/03/2018,890,17.6
13/03/2018,1085,16.9
13/03/2018,1749,15.7
13/03/2018,1224,14.1
13/03/2018,986,13.9
13/03/2018,982,13.7
13/03/2018,912,13.5
13/03/2018,572,13.4
14/03/2018,412,13.6
14/03/2018,309,13.7
14/03/2018,226,13.8
14/03/2018,142,14
14/03/2018,82,14
14/03/2018,123,14.1
14/03/2018,290,14.1
14/03/2018,786,14.1
14/03/2018,1371,14.2
14/03/2018,761,14.6
14/03/2018,552,15.7
14/03/2018,643,17.5
14/03/2018,813,19.9
14/03/2018,789,20.9
14/03/2018,878,21.1
14/03/2018,1025,21.7
14/03/2018,1049,21.7
14/03/2018,1325,20.5
14/03/2018,2100,19.2
14/03/2018,1478,17.9
14/03/2018,1275,17.2
14/03/2018,1181,16.8
14/03/2018,983,16.2
14/03/2018,587,16.1
15/03/2018,466,16
15/03/2018,355,16.3
15/03/2018,203,16.5
15/03/2018,51,16.5
15/03/2018,9,15.1
15/03/2018,8,14.5
15/03/2018,10,14.4
15/03/2018,15,14.3
15/03/2018,39,14.1
15/03/2018,32,14.1
15/03/2018,27,14.2
15/03/2018,65,13.9
15/03/2018,204,13.3
15/03/2018,269,12.7
15/03/2018,289,12.1
15/03/2018,329,11.6
15/03/2018,214,10.7
15/03/2018,411,10.9
15/03/2018,676,10.4
15/03/2018,606,10.4
15/03/2018,533,10.5
15/03/2018,567,10.4
15/03/2018,506,9.8
15/03/2018,343,9.3
16/03/2018,287,8.4
16/03/2018,278,7.2
16/03/2018,178,6.7
16/03/2018,102,6.1
16/03/2018,85,5.7
16/03/2018,85,5.2
16/03/2018,222,4.4
16/03/2018,652,3.7
16/03/2018,1176,3.8
16/03/2018,683,5.2
16/03/2018,507,6.7
16/03/2018,557,8.2
16/03/2018,705,9.4
16/03/2018,715,10.4
16/03/2018,772,11
16/03/2018,923,11.9
16/03/2018,976,11.6
16/03/2018,1160,11.2
16/03/2018,1641,10
16/03/2018,974,8.1
16/03/2018,774,6.7
16/03/2018,710,5.8
16/03/2018,660,4.9
16/03/2018,455,4.2
17/03/2018,414,3.7
17/03/2018,366,3
17/03/2018,268,2.3
17/03/2018,157,1.8
17/03/2018,103,1.3
17/03/2018,60,1
17/03/2018,109,0.8
17/03/2018,193,0.5
17/03/2018,384,1.3
17/03/2018,520,3.4
17/03/2018,561,6
17/03/2018,742,8
17/03/2018,933,10
17/03/2018,1111,10.9
17/03/2018,1294,12.1
17/03/2018,1514,13.2
17/03/2018,1440,13.7
17/03/2018,1272,12.1
17/03/2018,934,10.6
17/03/2018,718,8.8
17/03/2018,688,7.9
17/03/2018,624,7.4
17/03/2018,562,7
17/03/2018,422,6.4
18/03/2018,407,5.9
18/03/2018,309,5.7
18/03/2018,226,5.5
18/03/2018,174,5.5
18/03/2018,106,5.6
18/03/2018,67,5.6
18/03/2018,73,5.7
18/03/2018,152,5.5
18/03/2018,293,5.9
18/03/2018,398,6.3
18/03/2018,460,7.2
18/03/2018,587,8.5
18/03/2018,751,9.8
18/03/2018,881,10.6
18/03/2018,993,11
18/03/2018,1128,12
18/03/2018,1059,12.3
18/03/2018,603,11.1
18/03/2018,365,10.4
18/03/2018,237,10
18/03/2018,146,9.2
18/03/2018,71,8.8
18/03/2018,70,8.1
18/03/2018,53,7.4
19/03/2018,67,7
19/03/2018,38,6.7
19/03/2018,28,6.6
19/03/2018,12,6.5
19/03/2018,9,6.3
19/03/2018,27,6.2
19/03/2018,91,6.5
19/03/2018,370,6.5
19/03/2018,592,7.3
19/03/2018,387,8.2
19/03/2018,292,9.1
19/03/2018,393,10.2
19/03/2018,403,10.2
19/03/2018,387,10.1
19/03/2018,326,10.1
19/03/2018,263,9.8
19/03/2018,271,8.9
19/03/2018,605,8.5
19/03/2018,1200,8.6
19/03/2018,818,8.4
19/03/2018,711,8.3
19/03/2018,731,8
19/03/2018,565,7.6
19/03/2018,382,6.9
20/03/2018,297,6.3
20/03/2018,243,5.5
20/03/2018,165,5.1
20/03/2018,95,4.7
20/03/2018,69,4.4
20/03/2018,92,4.1
20/03/2018,235,3.9
20/03/2018,677,3.8
20/03/2018,1212,4.3
20/03/2018,661,5.7
20/03/2018,418,7.4
20/03/2018,488,8.4
20/03/2018,522,9
20/03/2018,516,8
20/03/2018,478,7.3
20/03/2018,492,6.5
20/03/2018,518,5.6
20/03/2018,719,4.9
20/03/2018,1111,4.1
20/03/2018,716,3.2
20/03/2018,543,2.7
20/03/2018,494,2.3
20/03/2018,460,2
20/03/2018,294,1.8
21/03/2018,240,1.6
21/03/2018,223,1.5
21/03/2018,147,1.4
21/03/2018,82,1.3
21/03/2018,70,1.3
21/03/2018,80,1.3
21/03/2018,209,1.4
21/03/2018,605,1.4
21/03/2018,1097,1.6
21/03/2018,614,2.5
21/03/2018,374,3.6
21/03/2018,339,4.8
21/03/2018,333,4.8
21/03/2018,196,4
21/03/2018,117,1.9
21/03/2018,184,2.2
21/03/2018,241,2.4
21/03/2018,319,2.5
21/03/2018,615,2
21/03/2018,402,2
21/03/2018,120,1.7
21/03/2018,231,1.2
21/03/2018,320,1.2
21/03/2018,226,1.5
22/03/2018,243,1.6
22/03/2018,247,1.6
22/03/2018,173,1.5
22/03/2018,107,1.3
22/03/2018,75,1.3
22/03/2018,81,1.1
22/03/2018,212,0.8
22/03/2018,600,0.6
22/03/2018,1174,1.1
22/03/2018,653,2.5
22/03/2018,446,4.9
22/03/2018,565,6.9
22/03/2018,668,8.3
22/03/2018,648,9.9
22/03/2018,674,11.4
22/03/2018,758,10.7
22/03/2018,752,10.3
22/03/2018,999,9.6
22/03/2018,1495,7.9
22/03/2018,923,6.2
22/03/2018,739,5.1
22/03/2018,726,4.5
22/03/2018,621,3.9
22/03/2018,428,3.4
23/03/2018,335,2.9
23/03/2018,283,2.5
23/03/2018,216,2.2
23/03/2018,128,1.9
23/03/2018,92,2
23/03/2018,95,2.2
23/03/2018,243,2.3
23/03/2018,661,2.5
23/03/2018,1216,2.6
23/03/2018,664,3.3
23/03/2018,461,5.4
23/03/2018,584,7.1
23/03/2018,690,9.3
23/03/2018,682,10.9
23/03/2018,758,12.4
23/03/2018,849,12.1
23/03/2018,901,12.2
23/03/2018,1108,11.2
23/03/2018,1611,9.7
23/03/2018,932,8.3
23/03/2018,724,6.7
23/03/2018,676,5.8
23/03/2018,638,5.3
23/03/2018,422,5
24/03/2018,403,4.7
24/03/2018,360,4.7
24/03/2018,305,5
24/03/2018,197,5
24/03/2018,122,5.1
24/03/2018,82,4.7
24/03/2018,113,4.2
24/03/2018,198,4
24/03/2018,424,4.5
24/03/2018,456,6.5
24/03/2018,494,7.2
24/03/2018,589,9
24/03/2018,806,10.6
24/03/2018,880,12.4
24/03/2018,855,12.7
24/03/2018,1025,12.4
24/03/2018,947,12.3
24/03/2018,916,11.1
24/03/2018,736,9
24/03/2018,521,7.7
24/03/2018,513,7.1
24/03/2018,487,6.7
24/03/2018,460,6.5
24/03/2018,354,6.4
25/03/2018,372,6.4
25/03/2018,267,6.4
25/03/2018,195,6
25/03/2018,139,5.5
25/03/2018,90,5.3
25/03/2018,60,5
25/03/2018,71,4.6
25/03/2018,137,4.7
25/03/2018,225,5
25/03/2018,331,6.3
25/03/2018,359,8.4
25/03/2018,466,10.7
25/03/2018,626,12.7
25/03/2018,784,14.6
25/03/2018,882,16.1
25/03/2018,960,16.7
25/03/2018,1031,16.5
25/03/2018,911,15.8
25/03/2018,768,14.4
25/03/2018,571,12.6
25/03/2018,502,10.7
25/03/2018,456,9.8
25/03/2018,424,8.8
25/03/2018,336,8
26/03/2018,244,7.1
26/03/2018,185,6.3
26/03/2018,93,5.4
26/03/2018,62,5.5
26/03/2018,65,5.5
26/03/2018,98,5.4
26/03/2018,227,5.7
26/03/2018,581,6
26/03/2018,983,6.4
26/03/2018,540,7.6
26/03/2018,415,10
26/03/2018,422,12.6
26/03/2018,492,14.6
26/03/2018,504,16
26/03/2018,575,17.4
26/03/2018,604,17.6
26/03/2018,819,17.7
26/03/2018,925,17.1
26/03/2018,1477,16
26/03/2018,1031,14.3
26/03/2018,835,12.9
26/03/2018,798,11.6
26/03/2018,662,10.7
26/03/2018,447,9.8
27/03/2018,380,9
27/03/2018,278,8.7
27/03/2018,163,8.3
27/03/2018,127,8.1
27/03/2018,95,7.8
27/03/2018,110,8
27/03/2018,231,8.1
27/03/2018,705,8.5
27/03/2018,1201,9.3
27/03/2018,699,11.6
27/03/2018,462,13.9
27/03/2018,560,15.8
27/03/2018,586,16.7
27/03/2018,563,18.6
27/03/2018,618,19.4
27/03/2018,636,19.9
27/03/2018,774,19.5
27/03/2018,960,18.4
27/03/2018,1521,16.8
27/03/2018,1020,15
27/03/2018,864,13.9
27/03/2018,866,13.4
27/03/2018,764,12.9
27/03/2018,527,12.4
28/03/2018,400,12
28/03/2018,337,11.6
28/03/2018,225,11.5
28/03/2018,150,10.9
28/03/2018,104,10.6
28/03/2018,107,10.2
28/03/2018,258,9.6
28/03/2018,741,9.6
28/03/2018,1353,10.3
28/03/2018,723,12.4
28/03/2018,494,14.7
28/03/2018,588,15.6
28/03/2018,629,16.5
28/03/2018,723,17.5
28/03/2018,698,18.6
28/03/2018,785,18.2
28/03/2018,943,18.3
28/03/2018,1221,17.6
28/03/2018,1839,17
28/03/2018,1288,16
28/03/2018,1133,15.2
28/03/2018,1035,14.2
28/03/2018,907,13.6
28/03/2018,614,13.5
29/03/2018,466,13.4
29/03/2018,390,13
29/03/2018,254,12.9
29/03/2018,170,12.7
29/03/2018,109,12.8
29/03/2018,106,12.7
29/03/2018,274,12.6
29/03/2018,781,12.8
29/03/2018,1281,13.3
29/03/2018,757,13.5
29/03/2018,482,15
29/03/2018,583,16.1
29/03/2018,714,18.2
29/03/2018,716,19.5
29/03/2018,711,20.2
29/03/2018,781,20.8
29/03/2018,957,20.7
29/03/2018,1194,20.3
29/03/2018,1776,19.1
29/03/2018,1260,17.5
29/03/2018,1079,15.6
29/03/2018,1046,14.4
29/03/2018,949,13.3
29/03/2018,614,12.7
30/03/2018,490,11.8
30/03/2018,401,11.4
30/03/2018,261,10.8
30/03/2018,184,10.3
30/03/2018,115,9.9
30/03/2018,117,10.4
30/03/2018,284,10.3
30/03/2018,747,10.5
30/03/2018,1406,11.5
30/03/2018,772,13.7
30/03/2018,583,16
30/03/2018,739,17.8
30/03/2018,939,19.1
30/03/2018,860,20.3
30/03/2018,965,21
30/03/2018,1068,21.8
30/03/2018,1156,20.7
30/03/2018,1460,19.4
30/03/2018,1935,17.4
30/03/2018,1268,15.2
30/03/2018,1045,14.3
30/03/2018,948,13.7
30/03/2018,880,12.7
30/03/2018,678,12.1
31/03/2018,537,11.7
31/03/2018,502,11.5
31/03/2018,397,11
31/03/2018,264,10.7
31/03/2018,163,10.4
31/03/2018,108,9.8
31/03/2018,142,9.4
31/03/2018,264,9.5
31/03/2018,489,10.4
31/03/2018,642,12.6
31/03/2018,618,14.7
31/03/2018,824,16.7
31/03/2018,1072,18.2
31/03/2018,1218,19.3
31/03/2018,1381,20.1
31/03/2018,1542,18.9
31/03/2018,1578,18
31/03/2018,1531,17.3
31/03/2018,1391,16.6
31/03/2018,1025,15.3
31/03/2018,972,14
31/03/2018,1010,13.3
31/03/2018,922,12.8
31/03/2018,655,12.4
01/04/2018,579,12.1
01/04/2018,453,11.7
01/04/2018,322,11.7
01/04/2018,221,11.9
01/04/2018,147,12.1
01/04/2018,96,12.3
01/04/2018,110,12.4
01/04/2018,169,12.5
01/04/2018,342,12.9
01/04/2018,485,13.5
01/04/2018,566,14.7
01/04/2018,737,16.7
01/04/2018,926,18
01/04/2018,1156,17.9
01/04/2018,1201,17.5
01/04/2018,1349,18.2
01/04/2018,1409,18.2
01/04/2018,1362,18
01/04/2018,1296,17.7
01/04/2018,1066,17.4
01/04/2018,984,17.1
01/04/2018,983,16.9
01/04/2018,841,16.7
01/04/2018,588,16.3
02/04/2018,468,16.1
02/04/2018,295,16
02/04/2018,155,15.7
02/04/2018,111,15.6
02/04/2018,86,15.7
02/04/2018,125,15.3
02/04/2018,359,14.9
02/04/2018,918,15.1
02/04/2018,1469,15.7
02/04/2018,806,16.6
02/04/2018,579,17.5
02/04/2018,662,18.5
02/04/2018,818,20.8
02/04/2018,818,21.9
02/04/2018,920,23
02/04/2018,993,23.7
02/04/2018,1218,23
02/04/2018,1569,22
02/04/2018,2401,20.7
02/04/2018,1779,19.1
02/04/2018,1517,18.2
02/04/2018,1503,17.9
02/04/2018,1213,17.4
02/04/2018,803,16.8
03/04/2018,532,16.8
03/04/2018,430,17.1
03/04/2018,275,17
03/04/2018,156,17
03/04/2018,124,16.9
03/04/2018,163,16.9
03/04/2018,388,16.8
03/04/2018,1033,16.8
03/04/2018,1677,17.3
03/04/2018,867,18.3
03/04/2018,664,18.9
03/04/2018,696,19
03/04/2018,913,19.6
03/04/2018,870,20.1
03/04/2018,931,21
03/04/2018,961,19.9
03/04/2018,1173,19.7
03/04/2018,1436,19.7
03/04/2018,2134,18.9
03/04/2018,1415,18
03/04/2018,1470,17.3
03/04/2018,1223,17
03/04/2018,1030,16
03/04/2018,454,15
04/04/2018,355,15
04/04/2018,113,14.8
04/04/2018,15,14.5
04/04/2018,22,14.3
04/04/2018,14,14.1
04/04/2018,19,11.9
04/04/2018,172,11.7
04/04/2018,665,10.3
04/04/2018,1284,10.3
04/04/2018,378,10.4
04/04/2018,505,10.7
04/04/2018,744,12.8
04/04/2018,928,15.3
04/04/2018,951,16.7
04/04/2018,1096,17.9
04/04/2018,1209,17.9
04/04/2018,1413,17.9
04/04/2018,1745,17.2
04/04/2018,2402,16
04/04/2018,1626,14.3
04/04/2018,1374,12.8
04/04/2018,1256,11.8
04/04/2018,1041,10.9
04/04/2018,668,10.2
05/04/2018,436,9.5
05/04/2018,373,9
05/04/2018,220,9
05/04/2018,150,8.9
05/04/2018,87,8.8
05/04/2018,18,8.3
05/04/2018,21,7.5
05/04/2018,38,7.1
05/04/2018,207,6.7
05/04/2018,129,6.8
05/04/2018,95,7.1
05/04/2018,47,7.1
05/04/2018,70,7.3
05/04/2018,84,7.7
05/04/2018,46,8
05/04/2018,37,8.1
05/04/2018,31,8.1
05/04/2018,46,8
05/04/2018,75,7.6
05/04/2018,75,7.6
05/04/2018,56,7.3
05/04/2018,99,7.3
05/04/2018,77,7.2
05/04/2018,79,7.1
06/04/2018,56,7.2
06/04/2018,50,7.2
06/04/2018,27,7.3
06/04/2018,18,7.2
06/04/2018,9,6.8
06/04/2018,54,6.3
06/04/2018,178,6.1
06/04/2018,591,5.7
06/04/2018,1235,5.9
06/04/2018,719,6.9
06/04/2018,529,8
06/04/2018,598,8.3
06/04/2018,756,6.7
06/04/2018,683,7.9
06/04/2018,572,7.4
06/04/2018,545,6.8
06/04/2018,585,6.6
06/04/2018,776,6.3
06/04/2018,1114,5.9
06/04/2018,659,4.8
06/04/2018,508,4.3
06/04/2018,447,4
06/04/2018,499,3.9
06/04/2018,312,3.8
07/04/2018,282,3
07/04/2018,225,2.6
07/04/2018,123,1.8
07/04/2018,122,1.5
07/04/2018,80,1.6
07/04/2018,57,1.6
07/04/2018,108,1.7
07/04/2018,206,1.9
07/04/2018,399,2.4
07/04/2018,426,3.4
07/04/2018,453,4.3
07/04/2018,553,4.7
07/04/2018,697,6
07/04/2018,852,7.4
07/04/2018,919,8.1
07/04/2018,925,7.6
07/04/2018,897,7.9
07/04/2018,908,7.6
07/04/2018,714,6.4
07/04/2018,518,4.9
07/04/2018,458,4.2
07/04/2018,443,3.8
07/04/2018,426,3.5
07/04/2018,368,3.1
08/04/2018,325,2.9
08/04/2018,224,2.4
08/04/2018,191,2.2
08/04/2018,141,2
08/04/2018,90,1.7
08/04/2018,59,1.3
08/04/2018,101,0.9
08/04/2018,159,0.9
08/04/2018,332,2.9
08/04/2018,405,5.1
08/04/2018,494,6.3
08/04/2018,586,6.4
08/04/2018,709,6.9
08/04/2018,847,7.4
08/04/2018,777,7.9
08/04/2018,343,7.3
08/04/2018,137,6.1
08/04/2018,58,4.3
08/04/2018,22,3
08/04/2018,44,2.5
08/04/2018,93,2.7
08/04/2018,170,2.8
08/04/2018,177,2.7
08/04/2018,182,2.9
09/04/2018,197,3.2
09/04/2018,140,2.8
09/04/2018,97,2.2
09/04/2018,52,1.6
09/04/2018,43,1.1
09/04/2018,91,0.7
09/04/2018,239,0.1
09/04/2018,651,0.6
09/04/2018,1163,1
09/04/2018,682,2.6
09/04/2018,506,5.2
09/04/2018,644,7.5
09/04/2018,799,10.4
09/04/2018,869,12.4
09/04/2018,921,13.9
09/04/2018,1038,14.2
09/04/2018,1185,15.3
09/04/2018,1479,15.3
09/04/2018,2401,14.8
09/04/2018,1599,13.4
09/04/2018,1362,11.7
09/04/2018,1232,10.3
09/04/2018,1069,9.6
09/04/2018,623,9.6
10/04/2018,485,9
10/04/2018,376,9
10/04/2018,250,8.8
10/04/2018,149,8.1
10/04/2018,102,7.5
10/04/2018,123,7.1
10/04/2018,370,6.9
10/04/2018,981,7.2
10/04/2018,1702,9.6
10/04/2018,982,11.9
10/04/2018,703,15.2
10/04/2018,839,18.5
10/04/2018,1023,20.5
10/04/2018,967,21.9
10/04/2018,913,21.2
10/04/2018,933,21.4
10/04/2018,1080,20.9
10/04/2018,1004,20.6
10/04/2018,1805,19.7
10/04/2018,1153,19.2
10/04/2018,336,19.1
10/04/2018,133,17.5
10/04/2018,75,15.8
10/04/2018,212,15.1
11/04/2018,0,14.4
11/04/2018,0,13.6
11/04/2018,0,12.7
11/04/2018,0,11.6
11/04/2018,0,10.2
11/04/2018,0,9.7
